address,accountid,updated
Europe,333902680,5/19/2013
Sub-Saharan Africa,718870913,6/16/2011
Central America and the Caribbean,494276463,2/19/2013
Central America and the Caribbean,641418159,12/18/2016
Australia and Oceania,861907327,11/15/2014
Asia,927667796,6/18/2011
Europe,230935895,2/26/2012
Europe,934260451,1/19/2012
Asia,320502793,1/23/2015
Asia,242836749,10-10-2014
Central America and the Caribbean,374748647,03-02-2013
Sub-Saharan Africa,460037314,6/17/2017
Sub-Saharan Africa,762814080,02-12-2013
Europe,717502772,9/18/2012
Sub-Saharan Africa,278839719,6/29/2015
Asia,371873748,07-04-2017
Sub-Saharan Africa,641966187,10/14/2015
Middle East and North Africa,804790866,08-03-2012
Europe,196334111,11-12-2010
Central America and the Caribbean,922894752,3/22/2011
Europe,211084115,12-11-2014
Middle East and North Africa,757826030,4/17/2013
Sub-Saharan Africa,380356824,9/29/2013
Asia,566225326,03-12-2013
Sub-Saharan Africa,623292863,6/25/2017
Central America and the Caribbean,829733264,5/29/2014
Europe,184032857,9/25/2015
Central America and the Caribbean,454990470,1/13/2015
Sub-Saharan Africa,331717431,12/30/2014
Sub-Saharan Africa,373637568,02-12-2015
Europe,760487210,2/20/2016
Sub-Saharan Africa,842315185,03-10-2016
Europe,489482820,5/15/2014
Europe,542663943,9/20/2014
Central America and the Caribbean,562844884,5/30/2014
Sub-Saharan Africa,181324470,12/22/2015
Europe,449714028,1/20/2015
Central America and the Caribbean,689937388,5/27/2012
Asia,744230878,2/27/2017
Middle East and North Africa,525143325,5/30/2013
Australia and Oceania,465536057,02-01-2016
Sub-Saharan Africa,168582904,03-07-2015
Europe,657770192,5/26/2016
Europe,326896750,7/15/2015
Europe,790073907,11/28/2016
Sub-Saharan Africa,131725490,8/27/2014
Asia,556587827,03-04-2011
Sub-Saharan Africa,739709746,1/30/2014
Europe,776452577,11-03-2016
Europe,832490146,2/21/2010
Middle East and North Africa,693808782,1/23/2016
Sub-Saharan Africa,216707313,12-09-2015
Middle East and North Africa,677797067,1/21/2015
Europe,724001872,3/24/2016
Europe,422558057,02-07-2015
Australia and Oceania,811014449,09-12-2012
Middle East and North Africa,747232377,01-01-2011
Asia,959385669,10/23/2016
Asia,895960652,03-07-2015
Europe,975756156,04-03-2011
Sub-Saharan Africa,337883508,06-04-2011
Sub-Saharan Africa,891766536,05-05-2011
Central America and the Caribbean,567141568,08-08-2015
Central America and the Caribbean,964057433,1/17/2011
North America,602875459,8/20/2015
Middle East and North Africa,774269473,04-08-2014
Europe,589225804,10/27/2015
Asia,129043281,04-05-2011
Sub-Saharan Africa,895333230,3/26/2015
Europe,860019481,3/14/2017
Sub-Saharan Africa,315338361,11/15/2014
Middle East and North Africa,523838698,1/21/2011
Sub-Saharan Africa,568381822,3/30/2017
Asia,502141559,11/15/2011
Asia,898604238,1/24/2012
Europe,601568686,6/19/2017
Australia and Oceania,775146234,5/28/2013
Europe,853760707,9/27/2012
Asia,792148435,06-03-2014
Australia and Oceania,615358245,8/28/2014
Sub-Saharan Africa,868751466,6/19/2010
Sub-Saharan Africa,368001925,09-07-2011
Sub-Saharan Africa,249095952,09-07-2013
Europe,818332374,12-09-2016
Sub-Saharan Africa,202322518,06-11-2015
Sub-Saharan Africa,197990214,4/24/2015
Sub-Saharan Africa,422571790,6/17/2016
Asia,563616073,1/22/2016
Europe,828984391,3/25/2012
Sub-Saharan Africa,596850574,07-02-2015
Central America and the Caribbean,665700948,10-07-2014
Europe,104334342,6/19/2011
Sub-Saharan Africa,301862084,06-04-2015
Asia,917708003,06-02-2011
Europe,331608426,3/16/2015
Sub-Saharan Africa,593612182,05-01-2017
Europe,674080598,10-04-2016
Middle East and North Africa,513687503,02-04-2010
Sub-Saharan Africa,573419225,3/25/2017
Sub-Saharan Africa,484574592,5/26/2010
Sub-Saharan Africa,398764932,7/20/2015
Europe,537914073,9/15/2010
Asia,744258344,7/30/2012
North America,930346572,09-11-2012
Middle East and North Africa,629040086,12/20/2010
Europe,343512713,7/21/2012
Central America and the Caribbean,197250783,7/29/2015
Central America and the Caribbean,384053122,10/26/2015
Asia,718031060,08-12-2017
Middle East and North Africa,183608424,10/25/2014
Sub-Saharan Africa,985521543,5/18/2010
Europe,898819243,07-05-2011
Asia,918862855,10/19/2011
Europe,311326205,1/30/2017
Middle East and North Africa,662195622,6/13/2011
Middle East and North Africa,927769935,05-12-2014
Middle East and North Africa,584660470,10/31/2015
Europe,979791057,10/24/2010
Asia,380398023,07-09-2010
North America,724030196,11-02-2015
Middle East and North Africa,868548905,08-06-2013
Sub-Saharan Africa,642127978,6/19/2010
Australia and Oceania,393253743,6/28/2014
Sub-Saharan Africa,540725028,5/22/2015
Middle East and North Africa,223653161,2/16/2012
Central America and the Caribbean,451461970,6/30/2015
Asia,953887784,12-11-2014
Europe,630979430,4/29/2012
Sub-Saharan Africa,703098237,08-02-2010
Europe,660918033,6/28/2017
Asia,515425145,05-05-2011
Sub-Saharan Africa,347918403,7/15/2013
Europe,760009133,01-03-2016
Sub-Saharan Africa,623621165,8/21/2015
Asia,230990827,06-05-2010
Asia,844666945,8/13/2010
Europe,647510850,5/27/2012
Australia and Oceania,592696368,02-02-2017
Sub-Saharan Africa,353709828,07-06-2011
Asia,574350059,6/14/2010
Asia,618728387,3/31/2014
Europe,821268641,4/24/2013
Europe,236707150,11/26/2013
Australia and Oceania,690092742,05-09-2012
Australia and Oceania,926786744,04-07-2013
Europe,662462985,03-11-2011
Europe,133107793,12-01-2016
Middle East and North Africa,545019996,8/21/2015
Europe,924810922,05-08-2016
Europe,369404399,03-04-2010
Asia,296036756,2/26/2012
Middle East and North Africa,392256820,11/24/2011
Sub-Saharan Africa,865925920,02-07-2015
Asia,195217883,12/31/2016
Asia,978619039,3/18/2014
Europe,484928214,11/16/2015
Central America and the Caribbean,103256738,5/26/2016
Europe,393028438,11-07-2015
Central America and the Caribbean,633979642,10/27/2014
Middle East and North Africa,176159179,4/25/2011
Middle East and North Africa,689928376,2/16/2012
Asia,315961062,08-06-2013
Asia,415243566,01-10-2013
Sub-Saharan Africa,619074714,12/14/2012
Australia and Oceania,179065835,08-06-2016
Europe,217140758,12/28/2016
Asia,575535809,12/26/2015
Australia and Oceania,266799819,5/23/2012
Europe,623794114,12/24/2013
Sub-Saharan Africa,349692523,05-04-2010
Sub-Saharan Africa,467981374,2/27/2015
Sub-Saharan Africa,272459495,07-05-2016
Sub-Saharan Africa,477238214,01-07-2011
Sub-Saharan Africa,966741359,07-12-2015
Sub-Saharan Africa,345705258,7/26/2017
Sub-Saharan Africa,889178740,1/20/2017
Central America and the Caribbean,892523133,11/16/2014
Central America and the Caribbean,521412265,11-11-2016
Middle East and North Africa,461832463,12/15/2014
Central America and the Caribbean,570082557,03-12-2013
Europe,322773873,11/15/2016
Sub-Saharan Africa,166830241,07-09-2013
Sub-Saharan Africa,169487988,1/24/2014
Middle East and North Africa,468295943,12/14/2011
Middle East and North Africa,821115434,08-09-2016
Europe,156120288,3/30/2012
Sub-Saharan Africa,621796834,3/18/2014
Europe,836943900,07-03-2012
Sub-Saharan Africa,840672814,3/29/2013
Europe,742407405,6/26/2012
Sub-Saharan Africa,271884000,9/13/2014
Middle East and North Africa,129151427,2/26/2014
Europe,634571015,10/20/2013
Sub-Saharan Africa,378816592,7/22/2013
Sub-Saharan Africa,272874486,12/27/2014
Europe,398043525,5/13/2016
Europe,455935037,4/29/2017
Europe,218472850,8/17/2014
Central America and the Caribbean,877893292,02-08-2014
Asia,996745193,08-03-2010
Middle East and North Africa,557889878,7/21/2015
Asia,514501178,2/25/2015
Europe,540065419,5/15/2011
Sub-Saharan Africa,378381431,4/14/2011
Europe,293560540,07-02-2015
Europe,620026576,4/20/2014
Sub-Saharan Africa,412515866,10/18/2013
Asia,596077239,6/20/2010
Asia,816072022,6/25/2016
Asia,788174045,3/31/2011
Australia and Oceania,748369634,12/27/2012
Asia,102957618,9/30/2014
Australia and Oceania,578549325,02-06-2010
Middle East and North Africa,372068583,2/25/2013
Europe,900751721,12/22/2015
Europe,952147567,11-12-2015
Europe,734117448,10/24/2010
Europe,524835193,6/25/2011
Europe,222787129,3/17/2014
Europe,696772086,2/15/2013
Central America and the Caribbean,635901391,3/21/2010
Sub-Saharan Africa,599598872,02-12-2013
Sub-Saharan Africa,767600858,11-09-2014
Europe,489956176,06-02-2013
Asia,537026154,6/24/2015
Asia,849484622,07-05-2017
Europe,988317906,12-12-2016
Asia,584824836,12-01-2015
Europe,690616738,6/26/2010
Europe,627617442,04-04-2016
Asia,238063275,3/24/2012
Europe,334503066,8/21/2012
Sub-Saharan Africa,449798142,5/26/2017
Europe,187122333,3/30/2016
Australia and Oceania,569961965,4/16/2015
Asia,892115867,1/17/2010
Central America and the Caribbean,967695367,7/18/2012
Europe,681124293,10/15/2016
Central America and the Caribbean,437138974,03-01-2010
Europe,710788238,4/22/2015
Europe,697433412,8/28/2010
Sub-Saharan Africa,562748324,3/13/2017
Europe,992719304,4/21/2011
Australia and Oceania,943645179,7/31/2012
Europe,792137277,11/24/2010
Australia and Oceania,985119426,8/22/2016
Central America and the Caribbean,689827954,6/13/2010
Australia and Oceania,943811690,1/21/2016
Middle East and North Africa,604931962,08-05-2012
Europe,401362597,06-09-2014
Sub-Saharan Africa,681589925,6/26/2014
Sub-Saharan Africa,964412772,08-09-2017
Middle East and North Africa,388942468,11/28/2014
Europe,864602839,08-09-2017
Europe,321130216,01-03-2015
Asia,358573424,5/26/2016
Sub-Saharan Africa,397293794,4/17/2017
Europe,827965152,03-03-2010
Sub-Saharan Africa,761573827,6/22/2011
Australia and Oceania,279418647,01-12-2012
Middle East and North Africa,883110940,05-09-2011
Sub-Saharan Africa,544574534,03-03-2014
Middle East and North Africa,456045758,8/18/2010
Asia,980073440,12/20/2010
Asia,299518907,09-05-2011
Asia,267555987,10-06-2013
Middle East and North Africa,557671010,10-12-2011
Central America and the Caribbean,913662803,10/21/2012
Central America and the Caribbean,699642693,4/21/2017
Central America and the Caribbean,250034511,9/13/2015
Middle East and North Africa,419574582,3/30/2014
Middle East and North Africa,333311736,7/25/2016
Europe,536607301,09-04-2012
Sub-Saharan Africa,745135104,9/19/2011
Central America and the Caribbean,294881474,03-09-2017
Asia,392145240,04-09-2014
Central America and the Caribbean,963537728,12/23/2011
Australia and Oceania,205982768,5/30/2016
Sub-Saharan Africa,436716687,8/19/2012
Sub-Saharan Africa,443288314,07-12-2012
Australia and Oceania,433558976,07-06-2014
Sub-Saharan Africa,685702502,12/13/2013
Asia,198205220,10-03-2014
Europe,739865958,10/16/2010
Central America and the Caribbean,999796044,2/29/2012
Middle East and North Africa,637419307,12-09-2010
Sub-Saharan Africa,732472074,4/20/2015
Sub-Saharan Africa,635003173,12-10-2015
Asia,215373933,09-03-2011
Asia,314258182,5/27/2014
Sub-Saharan Africa,492642247,7/28/2013
Middle East and North Africa,381824958,11-11-2011
Sub-Saharan Africa,133417642,6/30/2012
Europe,869344127,12-09-2015
Asia,631840741,08-07-2016
Australia and Oceania,233456313,4/18/2013
Asia,107052171,8/30/2013
Asia,755802142,12/30/2014
Middle East and North Africa,503192555,11-03-2015
Europe,443022239,9/15/2011
Europe,389402520,8/17/2014
Asia,226757228,11/22/2010
Central America and the Caribbean,359822690,9/29/2010
Middle East and North Africa,363647735,3/31/2014
Asia,333593690,09-12-2014
Asia,435334384,5/16/2010
Europe,454856145,10-10-2015
Europe,248457801,5/19/2012
Central America and the Caribbean,192750680,1/17/2013
Europe,734658610,08-08-2012
Europe,141417920,12/14/2014
Sub-Saharan Africa,350577437,12/30/2012
Europe,219998490,7/25/2016
Middle East and North Africa,477854907,03-07-2017
Sub-Saharan Africa,572633016,03-02-2015
Europe,923131644,7/18/2015
Sub-Saharan Africa,668462121,2/14/2017
Europe,818048274,9/14/2015
Middle East and North Africa,201626431,9/24/2015
Australia and Oceania,419245421,8/15/2011
Middle East and North Africa,891266572,10-06-2013
Sub-Saharan Africa,208363711,11/29/2014
Sub-Saharan Africa,181523168,12-12-2015
Sub-Saharan Africa,892043769,09-08-2015
Middle East and North Africa,241536843,8/21/2013
Europe,701926219,2/14/2014
Sub-Saharan Africa,765448224,2/18/2015
Asia,794651687,11/27/2011
Australia and Oceania,772397935,10/15/2015
Middle East and North Africa,751860797,10/15/2012
Asia,406526601,08-08-2012
Europe,380194175,08-06-2014
Australia and Oceania,936974847,02-02-2012
Sub-Saharan Africa,611292445,07-05-2017
Sub-Saharan Africa,257883298,02-05-2015
Europe,801796233,10-12-2015
Central America and the Caribbean,988392579,11-09-2016
Central America and the Caribbean,533346164,9/26/2012
Middle East and North Africa,572643315,5/13/2014
Asia,512582862,05-07-2014
Europe,279776132,04-05-2014
Sub-Saharan Africa,771146953,10/14/2012
Asia,703931653,04-10-2017
Asia,665679061,6/16/2017
Central America and the Caribbean,864250504,03-09-2011
Asia,677819812,10/30/2016
Central America and the Caribbean,904873311,9/19/2015
Sub-Saharan Africa,614209830,7/30/2016
Sub-Saharan Africa,294940698,07-08-2014
Sub-Saharan Africa,506489741,9/29/2016
Middle East and North Africa,528593289,4/18/2016
Europe,611300170,4/19/2011
Middle East and North Africa,624971711,12/27/2015
Asia,510281741,9/14/2011
Europe,728216588,11/20/2010
Europe,910075080,10/16/2015
Europe,307468545,12-01-2014
Central America and the Caribbean,942320811,03-01-2016
Europe,856868207,10/21/2013
North America,863659560,5/15/2014
Europe,495556199,6/23/2010
Sub-Saharan Africa,255731952,4/18/2014
Central America and the Caribbean,267673146,12-08-2016
Sub-Saharan Africa,725178611,11/30/2013
Middle East and North Africa,542359673,02-12-2017
Sub-Saharan Africa,503640162,12/24/2012
Central America and the Caribbean,113756406,11/17/2011
Sub-Saharan Africa,747757232,08-06-2013
Sub-Saharan Africa,701003968,06-10-2011
Europe,139170444,07-12-2011
Sub-Saharan Africa,648242986,1/31/2013
Australia and Oceania,284520423,08-04-2012
Sub-Saharan Africa,324614083,08-11-2015
Sub-Saharan Africa,315447795,10/28/2016
Europe,324257886,4/19/2012
Central America and the Caribbean,488593184,6/28/2010
Central America and the Caribbean,566315019,07-08-2013
Middle East and North Africa,385597217,10-04-2012
Asia,294926106,04-07-2016
Asia,713100516,1/13/2014
Europe,779231774,03-08-2012
Europe,602743709,1/25/2014
Australia and Oceania,813372647,12/31/2016
Australia and Oceania,311167418,10/30/2014
Sub-Saharan Africa,316489350,10-12-2010
Europe,320012271,05-08-2012
Sub-Saharan Africa,332722508,5/24/2013
North America,435918891,4/26/2012
Middle East and North Africa,331212747,05-03-2016
Asia,690527904,6/28/2014
Europe,906100690,8/14/2012
Middle East and North Africa,440479934,04-02-2013
Sub-Saharan Africa,176526963,9/26/2012
Europe,167415606,3/23/2012
Sub-Saharan Africa,986632192,11-02-2013
Europe,577975547,1/31/2017
Europe,105557000,9/19/2014
Asia,803800380,06-10-2012
Europe,827442014,5/15/2016
Central America and the Caribbean,201530730,04-08-2015
Australia and Oceania,371427857,11/16/2013
Europe,152807223,03-04-2014
Asia,681655156,12/13/2011
Middle East and North Africa,464270484,10/31/2014
Middle East and North Africa,327264535,12/16/2016
Sub-Saharan Africa,267561137,2/22/2017
Europe,802396619,11/24/2014
Europe,719319808,02-02-2015
Europe,226192033,11-06-2015
Central America and the Caribbean,501187121,09-08-2012
Middle East and North Africa,542791402,02-02-2017
Sub-Saharan Africa,319803702,05-07-2015
Australia and Oceania,321335351,06-03-2017
Middle East and North Africa,206810176,5/23/2015
Europe,155964505,2/16/2010
Sub-Saharan Africa,418847167,10-12-2014
Europe,865819489,2/23/2013
Middle East and North Africa,537555301,12/28/2016
Sub-Saharan Africa,795040929,1/16/2016
Sub-Saharan Africa,369575202,09-12-2012
Sub-Saharan Africa,312769448,03-07-2010
Sub-Saharan Africa,846547496,10/22/2016
Europe,913145673,7/26/2011
Middle East and North Africa,425112807,12/29/2015
Asia,715310227,04-11-2015
Europe,486911761,01-03-2014
Australia and Oceania,763403737,11/16/2010
Europe,838584983,7/15/2016
Middle East and North Africa,526566827,6/13/2012
Sub-Saharan Africa,611773097,8/14/2015
Sub-Saharan Africa,598940122,06-04-2013
Sub-Saharan Africa,963116729,05-12-2013
Sub-Saharan Africa,899664247,4/23/2016
Sub-Saharan Africa,574256503,3/27/2013
Asia,672879827,10/23/2010
Central America and the Caribbean,151833045,05-09-2013
Middle East and North Africa,287727487,01-05-2011
Asia,627486979,9/30/2013
Europe,338347852,1/22/2010
Europe,457858932,02-08-2016
Sub-Saharan Africa,743881547,11/18/2010
Middle East and North Africa,124589526,6/20/2016
Middle East and North Africa,748469197,05-05-2010
Sub-Saharan Africa,334319388,12-08-2012
Middle East and North Africa,721251428,3/24/2015
Europe,218689143,12/28/2012
Sub-Saharan Africa,356368863,12/21/2010
Asia,934339416,01-05-2011
Europe,472962129,10/15/2015
Asia,262910830,6/25/2010
Sub-Saharan Africa,315171849,5/25/2011
Europe,711044013,12-07-2016
Europe,252138650,11/16/2011
Sub-Saharan Africa,510379588,5/29/2015
Middle East and North Africa,878003156,07-06-2010
Europe,817558181,2/25/2015
Australia and Oceania,311905992,3/28/2010
Sub-Saharan Africa,314220416,3/18/2012
Sub-Saharan Africa,497987782,8/17/2015
Europe,607006919,04-08-2012
Sub-Saharan Africa,905389153,4/28/2010
Europe,827558314,3/21/2015
Sub-Saharan Africa,328250730,8/14/2010
Australia and Oceania,332515227,4/23/2015
Europe,485713136,6/13/2011
Europe,503518283,2/27/2016
Sub-Saharan Africa,621916997,07-10-2017
Europe,247208106,11/15/2015
Asia,206002938,8/20/2012
Sub-Saharan Africa,495225322,05-07-2014
Asia,732111585,12-06-2012
Sub-Saharan Africa,604210555,04-09-2013
Middle East and North Africa,319383561,6/26/2013
Asia,155804431,7/13/2016
Australia and Oceania,911959493,06-11-2011
Asia,756647574,07-12-2014
Middle East and North Africa,178980004,03-02-2013
Sub-Saharan Africa,638380610,08-02-2014
